timestamp_utc,row_index,total_rows,patent_id,source_pdf,parse_status,parse_error,used_ocr,text_length
2026-05-11T09:40:45.913428+00:00,258,500,CN110422889B,CN110422889B.pdf,success,,False,22631
2026-05-11T09:40:45.949028+00:00,259,500,CN112448039A,CN112448039A.pdf,success,,False,15157
2026-05-11T09:40:45.985379+00:00,260,500,CN115911559A,CN115911559A.pdf,success,,False,11178
2026-05-11T09:40:46.019585+00:00,261,500,CN117559041B,CN117559041B.pdf,success,,False,10818
2026-05-11T09:40:46.048864+00:00,262,500,CN112786963B,CN112786963B.pdf,success,,False,12126
2026-05-11T09:40:46.075433+00:00,263,500,CN112448039B,CN112448039B.pdf,success,,False,15376
2026-05-11T09:40:46.096064+00:00,264,500,CN111313115B,CN111313115B.pdf,success,,False,7133
2026-05-11T09:41:27.621996+00:00,265,500,CN105576192A,CN105576192A.pdf,success_ocr,,True,13712
2026-05-11T09:41:27.657613+00:00,266,500,CN109950531A,CN109950531A.pdf,success,,False,12827
2026-05-11T09:41:27.689589+00:00,267,500,CN109950531B,CN109950531B.pdf,success,,False,13288
2026-05-11T09:41:27.724150+00:00,268,500,CN110776021A,CN110776021A.pdf,success,,False,12795
2026-05-11T09:41:27.752392+00:00,269,500,CN110776021B,CN110776021B.pdf,success,,False,12937
2026-05-11T09:41:27.783561+00:00,270,500,CN110600710B,CN110600710B.pdf,success,,False,14003
